Phone Number,Customer_Category,Priority_Score,Priority_Level,Customer_Value_Score,Satisfaction_Score,Risk_Score,Upsell_Priority_Encoded
985-7599,STANDARD_UPSELL,31.689517592479405,LOW,0.03379035184958812,0.6,0.0,5
779-5577,DO_NOT_DISTURB,4.0,MINIMAL,0.016217065345764874,0.7999999999999999,0.0,0
985-9577,STANDARD_UPSELL,31.590083650782923,LOW,0.03180167301565847,0.4,0.0,5
798-9588,GENTLE_UPSELL,51.00604538441835,MEDIUM,0.02515113461045871,0.4,0.0,2
779-9856,STANDARD_UPSELL,30.532167020672052,LOW,0.010643340413441038,0.4,0.0,5
797-9775,PRIORITY_UPSELL_RETENTION,85.73753893965457,HIGH,0.024584631321818914,0.30000000000000004,0.5,4
795-5788,STANDARD_UPSELL,31.284784958214807,LOW,0.025695699164296166,0.6,0.0,5
987-9658,STANDARD_UPSELL,30.70026442401124,LOW,0.0140052884802248,0.3,0.2,5
988-7995,STANDARD_UPSELL,31.213808087308472,LOW,0.024276161746169412,0.6,0.0,5
778-7787,STANDARD_UPSELL,31.15726164639259,LOW,0.023145232927851804,0.5,0.0,5
795-6776,DO_NOT_DISTURB,4.0,MINIMAL,0.031401173883323856,0.7999999999999999,0.0,0
776-5958,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.03137419809600914,0.4,0.3,1
775-7868,DO_NOT_DISTURB,3.5,MINIMAL,0.013598749514889765,0.8999999999999999,0.2,0
978-7956,STANDARD_UPSELL,31.584889367411495,LOW,0.03169778734822988,0.3,0.2,5
988-6756,STANDARD_UPSELL,30.90599376312354,LOW,0.018119875262470775,0.4,0.0,5
779-6795,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.030342295976422542,0.4,0.3,1
776-6758,STANDARD_UPSELL,30.743621584619717,LOW,0.014872431692394321,0.4,0.0,5
986-6788,DO_NOT_DISTURB,3.5,MINIMAL,0.015875244980669265,0.8999999999999999,0.2,0
788-8678,PRIORITY_UPSELL_RETENTION,85.88181056532686,HIGH,0.029393685510895214,0.5,0.5,4
767-5857,MINIMAL_CONTACT,10.47881022860625,MINIMAL,0.015960340953541628,0.4,0.3,3
787-6599,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.03176554843332788,0.9999999999999999,0.0,0
778-5998,GENTLE_UPSELL,51.26015364491694,MEDIUM,0.03150384112292352,0.4,0.0,2
778-7687,GENTLE_UPSELL,50.56722799426928,MEDIUM,0.014180699856731961,0.7999999999999999,0.0,2
759-5786,PRIORITY_UPSELL_RETENTION,85.44942024021039,HIGH,0.014980674673679603,0.1,0.5,4
769-9965,STANDARD_UPSELL,30.76505562234408,LOW,0.01530111244688157,0.3,0.0,5
777-7769,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.025484229846622606,0.9999999999999999,0.0,0
988-6557,MINIMAL_CONTACT,10.231947894962344,MINIMAL,0.007731596498744795,0.3,0.5,3
977-6667,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.03333464146406388,0.9999999999999999,0.0,0
789-7787,STANDARD_UPSELL,30.946839025324273,LOW,0.018936780506485486,0.6,0.0,5
779-5759,STANDARD_UPSELL,30.97660956773956,LOW,0.01953219135479116,0.5,0.0,5
788-9999,STANDARD_UPSELL,31.098271182694504,LOW,0.02196542365389007,0.4,0.0,5
987-7769,GENTLE_UPSELL,50.59164401836643,MEDIUM,0.014791100459160782,0.7,0.2,2
798-7675,STANDARD_UPSELL,31.696803279680974,LOW,0.033936065593619474,0.5,0.0,5
957-7579,MINIMAL_CONTACT,10.89578625769033,MINIMAL,0.02985954192301101,0.4,0.3,3
778-6965,STANDARD_UPSELL,31.976774050833807,LOW,0.03953548101667612,0.4,0.0,5
777-9856,PRIORITY_UPSELL_RETENTION,85.69671597807196,HIGH,0.023223865935732266,0.1,0.8,4
977-8599,STANDARD_UPSELL,31.0123017203121,LOW,0.020246034406241988,0.6,0.0,5
787-9579,DO_NOT_DISTURB,4.0,MINIMAL,0.026757581647207682,0.7999999999999999,0.0,0
787-9855,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.039971882400821244,0.9999999999999999,0.0,0
777-6998,STANDARD_UPSELL,31.775230713631718,LOW,0.03550461427263438,0.6,0.0,5
977-7896,STANDARD_UPSELL,31.207960611941814,LOW,0.0241592122388363,0.5,0.2,5
785-7885,GENTLE_UPSELL,51.22620248225833,MEDIUM,0.030655062056458248,0.4,0.0,2
765-5886,STANDARD_UPSELL,31.855948158498926,LOW,0.0371189631699785,0.4,0.0,5
777-5796,STANDARD_UPSELL,31.515262106254625,LOW,0.03030524212509249,0.4,0.0,5
757-6799,PRIORITY_UPSELL_RETENTION,85.61571062391981,HIGH,0.020523687463993457,0.30000000000000004,0.5,4
787-9565,STANDARD_UPSELL,31.735259697482306,LOW,0.03470519394964608,0.6,0.0,5
757-9875,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.03445682409507213,0.9999999999999999,0.0,0
796-9895,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.021369915056938523,0.4,0.3,1
778-6775,STANDARD_UPSELL,31.641032127268893,LOW,0.03282064254537784,0.6,0.0,5
757-9596,STANDARD_UPSELL,30.84095917448781,LOW,0.01681918348975623,0.7999999999999999,0.0,5
765-8777,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.02105741076050583,0.3,0.3,1
765-9685,STANDARD_UPSELL,30.800919831199973,LOW,0.016018396623999495,0.4,0.0,5
787-7977,GENTLE_UPSELL,50.4304334816427,MEDIUM,0.010760837041067582,0.7999999999999999,0.0,2
775-5558,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.029638829437690483,0.4,0.3,1
775-8789,STANDARD_UPSELL,30.904367947341573,LOW,0.018087358946831424,0.4,0.0,5
798-5588,STANDARD_UPSELL,31.053558312760142,LOW,0.021071166255202865,0.4,0.0,5
765-7998,STANDARD_UPSELL,31.648527163575366,LOW,0.032970543271507315,0.6,0.0,5
776-9587,STANDARD_UPSELL,31.345744778431595,LOW,0.026914895568631903,0.6,0.0,5
767-7775,STANDARD_UPSELL,32.01998905119675,LOW,0.040399781023935065,0.6,0.0,5
795-5986,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.022250784391830307,0.4,0.3,1
985-7989,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.018283707086220027,0.6,0.3,1
799-9765,STANDARD_UPSELL,30.801537049328118,LOW,0.016030740986562344,0.4,0.0,5
785-7567,GENTLE_UPSELL,51.21528752585224,MEDIUM,0.030382188146306062,0.4,0.0,2
985-9996,STANDARD_UPSELL,31.439744903282737,LOW,0.02879489806565476,0.3,0.2,5
796-6775,STANDARD_UPSELL,31.71733109264203,LOW,0.034346621852840584,0.4,0.0,5
797-6975,STANDARD_UPSELL,31.85524657004381,LOW,0.037104931400876236,0.4,0.0,5
779-7779,STANDARD_UPSELL,31.14892697489414,LOW,0.022978539497882804,0.6,0.0,5
988-8658,PRIORITY_UPSELL_RETENTION,86.0452884648813,HIGH,0.034842948829376746,0.1,0.5,4
988-7997,STANDARD_UPSELL,31.811608906634888,LOW,0.03623217813269772,0.5,0.0,5
987-9599,STANDARD_UPSELL,30.970958065876808,LOW,0.019419161317536123,0.3,0.0,5
986-8889,STANDARD_UPSELL,31.60940204576996,LOW,0.032188040915399216,0.6,0.0,5
758-7778,STANDARD_UPSELL,30.939837721854197,LOW,0.018796754437083917,0.4,0.0,5
777-9779,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.016042235861367014,0.4,0.3,1
799-7797,STANDARD_UPSELL,31.18717531421581,LOW,0.023743506284316228,0.4,0.0,5
777-7677,STANDARD_UPSELL,30.990097923288037,LOW,0.019801958465760713,0.6,0.0,5
775-6657,STANDARD_UPSELL,30.8339723321489,LOW,0.016679446642978015,0.3,0.2,5
767-5685,STANDARD_UPSELL,30.871685375265947,LOW,0.017433707505318974,0.3,0.0,5
787-7757,STANDARD_UPSELL,31.13025700928941,LOW,0.022605140185788145,0.6,0.0,5
797-5787,DO_NOT_DISTURB,4.0,MINIMAL,0.014088366207406744,0.7999999999999999,0.0,0
986-9689,PRIORITY_UPSELL_RETENTION,86.02755776542946,HIGH,0.03425192551431536,0.6000000000000001,0.5,4
776-9577,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.022480243312922577,0.6,0.3,1
768-7855,PRIORITY_UPSELL_RETENTION,85.68505202497141,HIGH,0.022835067499047304,0.1,0.5,4
957-7578,PRIORITY_UPSELL_RETENTION,85.28879577402252,HIGH,0.009626525800750636,0.2,0.7,4
777-9985,PRIORITY_UPSELL_RETENTION,85.55515116766665,HIGH,0.01850503892222153,0.5,0.5,4
777-9787,PRIORITY_UPSELL_RETENTION,85.84535303521383,HIGH,0.02817843450712791,0.30000000000000004,0.5,4
958-5796,PRIORITY_UPSELL_RETENTION,85.7753798167315,HIGH,0.025845993891049853,0.30000000000000004,0.5,4
766-9555,STANDARD_UPSELL,31.733070053870094,LOW,0.03466140107740186,0.4,0.0,5
798-9567,DO_NOT_DISTURB,4.5,MINIMAL,0.016090772190734532,0.7,0.2,0
788-9577,PRIORITY_UPSELL_RETENTION,85.57296270987891,HIGH,0.0190987569959637,0.30000000000000004,0.5,4
768-8666,PRIORITY_UPSELL_RETENTION,85.31981630051249,HIGH,0.010660543350416298,0.2,1.0,4
777-7789,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.014367593415291409,0.9999999999999999,0.0,0
787-5566,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.020935437067114444,0.6,0.3,1
986-5589,MINIMAL_CONTACT,11.13443946696653,MINIMAL,0.03781464889888433,0.4,0.3,3
799-9697,DO_NOT_DISTURB,4.0,MINIMAL,0.040565519917370986,0.7999999999999999,0.0,0
797-9777,STANDARD_UPSELL,31.715829761815854,LOW,0.03431659523631705,0.4,0.0,5
777-7967,STANDARD_UPSELL,31.018821331214088,LOW,0.020376426624281775,0.5,0.0,5
769-5979,STANDARD_UPSELL,31.501543571221177,LOW,0.030030871424423566,0.4,0.0,5
977-8897,STANDARD_UPSELL,30.905526866601736,LOW,0.018110537332034722,0.4,0.0,5
775-5889,STANDARD_UPSELL,30.891939105038833,LOW,0.017838782100776638,0.5,0.0,5
977-9877,STANDARD_UPSELL,30.804793555033314,LOW,0.016095871100666306,0.4,0.0,5
797-9886,STANDARD_UPSELL,31.119519696564733,LOW,0.02239039393129469,0.4,0.0,5
987-8775,STANDARD_UPSELL,30.65161531666531,LOW,0.013032306333306192,0.3,0.0,5
797-8656,PRIORITY_UPSELL_RETENTION,85.57653116574524,HIGH,0.019217705524841238,0.7000000000000001,0.5,4
757-5877,GENTLE_UPSELL,50.5351867616779,MEDIUM,0.01337966904194742,0.4,0.0,2
787-9775,DO_NOT_DISTURB,4.0,MINIMAL,0.03442265060609863,0.7999999999999999,0.0,0
775-7758,STANDARD_UPSELL,30.954721838456496,LOW,0.01909443676912992,0.6,0.0,5
975-8788,STANDARD_UPSELL,31.70360539064548,LOW,0.03407210781290965,0.5,0.2,5
765-7796,DO_NOT_DISTURB,4.0,MINIMAL,0.03843722041739656,0.7999999999999999,0.0,0
755-7977,STANDARD_UPSELL,31.211554400044115,LOW,0.02423108800088226,0.4,0.0,5
787-6776,GENTLE_UPSELL,50.788232964655926,MEDIUM,0.019705824116398152,0.4,0.0,2
755-7757,STANDARD_UPSELL,30.826834366172285,LOW,0.016536687323445695,0.6,0.0,5
768-7588,GENTLE_UPSELL,50.59778518231328,MEDIUM,0.01494462955783205,0.7999999999999999,0.0,2
987-5579,STANDARD_UPSELL,30.831553516606007,LOW,0.016631070332120176,0.4,0.0,5
797-9777,DO_NOT_DISTURB,4.0,MINIMAL,0.029449325239925873,0.7999999999999999,0.0,0
977-7757,STANDARD_UPSELL,31.376610608985107,LOW,0.02753221217970211,0.6,0.0,5
787-5577,STANDARD_UPSELL,31.068758236540553,LOW,0.02137516473081107,0.5,0.2,5
778-9979,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.01827585984465921,0.9999999999999999,0.0,0
798-7978,STANDARD_UPSELL,30.6381469463095,LOW,0.012762938926189992,0.3,0.0,5
765-5777,DO_NOT_DISTURB,4.5,MINIMAL,0.023005506407341184,0.7,0.0,0
758-6796,STANDARD_UPSELL,31.358559195653722,LOW,0.027171183913074423,0.4,0.0,5
989-7999,GENTLE_UPSELL,51.45857304747615,MEDIUM,0.036464326186903734,0.7999999999999999,0.0,2
988-7676,STANDARD_UPSELL,31.25409186156001,LOW,0.025081837231200173,0.6,0.0,5
789-5797,STANDARD_UPSELL,31.761280905869924,LOW,0.03522561811739849,0.6,0.0,5
975-5776,STANDARD_UPSELL,31.025827530769494,LOW,0.02051655061538986,0.4,0.0,5
777-8867,STANDARD_UPSELL,31.15241055594575,LOW,0.02304821111891501,0.6,0.0,5
765-7875,STANDARD_UPSELL,31.84565311882395,LOW,0.036913062376479004,0.6,0.0,5
767-5555,STANDARD_UPSELL,30.895488736206126,LOW,0.017909774724122505,0.4,0.0,5
777-7997,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.012837639553581299,0.4,0.3,1
797-7899,STANDARD_UPSELL,31.508261439238087,LOW,0.030165228784761723,0.4,0.0,5
758-7786,STANDARD_UPSELL,30.821444297604327,LOW,0.01642888595208654,0.3,0.0,5
757-8899,STANDARD_UPSELL,31.408834752695135,LOW,0.028176695053902707,0.5,0.0,5
985-7976,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.02081321285653319,0.9999999999999999,0.0,0
778-6878,STANDARD_UPSELL,30.832736756983874,LOW,0.016654735139677485,0.4,0.0,5
989-7558,STANDARD_UPSELL,30.986479434077207,LOW,0.019729588681544126,0.4,0.0,5
757-7885,GENTLE_UPSELL,51.30795071020535,MEDIUM,0.032698767755133654,0.7999999999999999,0.0,2
757-7585,STANDARD_UPSELL,31.27744337143445,LOW,0.02554886742868906,0.4,0.0,5
989-9885,PRIORITY_UPSELL_RETENTION,85.62966214728621,HIGH,0.02098873824287369,0.1,0.5,4
788-7787,STANDARD_UPSELL,30.808151187848658,LOW,0.016163023756973195,0.3,0.2,5
785-8789,STANDARD_UPSELL,31.944867859009015,LOW,0.03889735718018034,0.6,0.0,5
795-5867,STANDARD_UPSELL,31.71300014053813,LOW,0.03426000281076264,0.6,0.0,5
757-6788,GENTLE_UPSELL,50.79955253154132,MEDIUM,0.01998881328853304,0.4,0.0,2
789-5699,GENTLE_UPSELL,51.29370860764902,MEDIUM,0.032342715191225516,0.4,0.0,2
778-8777,STANDARD_UPSELL,31.551948530359883,LOW,0.031038970607197687,0.4,0.0,5
798-9657,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.015377926928087978,0.4,0.3,1
755-6877,PRIORITY_UPSELL_RETENTION,85.7024200884555,HIGH,0.023414002948516546,0.1,0.5,4
958-5888,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.01771510412414866,0.4,0.3,1
768-5977,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.030238886316073344,0.4,0.3,1
978-8778,STANDARD_UPSELL,31.43878436129889,LOW,0.02877568722597779,0.7999999999999999,0.0,5
987-9977,STANDARD_UPSELL,30.92846858720696,LOW,0.018569371744139217,0.5,0.0,5
778-6765,STANDARD_UPSELL,30.85576120961925,LOW,0.01711522419238501,0.3,0.2,5
975-9785,STANDARD_UPSELL,31.62740896521706,LOW,0.032548179304341195,0.4,0.0,5
989-9779,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.02493689567849257,0.9999999999999999,0.0,0
798-9858,PRIORITY_UPSELL_RETENTION,85.55265359171776,HIGH,0.018421786390592047,0.5,0.5,4
978-8858,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.01901181844640517,0.6,0.3,1
778-8757,STANDARD_UPSELL,30.873161749068057,LOW,0.017463234981361164,0.4,0.0,5
797-7777,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.020298762013820623,0.4,0.3,1
795-6897,GENTLE_UPSELL,50.69991526608096,MEDIUM,0.01749788165202397,0.4,0.0,2
759-5789,DO_NOT_DISTURB,4.0,MINIMAL,0.036779363448355994,0.7999999999999999,0.0,0
799-9868,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.017959026204579395,0.3,0.3,1
779-7777,STANDARD_UPSELL,31.93202092438341,LOW,0.03864041848766814,0.6,0.0,5
975-7758,DO_NOT_DISTURB,4.0,MINIMAL,0.023768289602658445,0.7999999999999999,0.0,0
787-5897,STANDARD_UPSELL,31.36766424312051,LOW,0.02735328486241023,0.4,0.0,5
768-8856,DO_NOT_DISTURB,4.5,MINIMAL,0.016891716501800914,0.7,0.2,0
775-9996,STANDARD_UPSELL,31.366562743153423,LOW,0.027331254863068494,0.6,0.0,5
797-5589,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.030034294884236527,0.4,0.3,1
776-7677,PRIORITY_UPSELL_RETENTION,85.56064284802984,HIGH,0.018688094934328207,0.30000000000000004,0.5,4
795-5568,GENTLE_UPSELL,50.814920349857964,MEDIUM,0.02037300874644917,0.4,0.0,2
796-9777,STANDARD_UPSELL,31.830319426774192,LOW,0.036606388535483814,0.7999999999999999,0.0,5
767-9885,DO_NOT_DISTURB,4.0,MINIMAL,0.023563971986459355,0.7999999999999999,0.0,0
799-9966,GENTLE_UPSELL,51.19481312362305,MEDIUM,0.02987032809057626,0.4,0.0,2
777-7777,PRIORITY_UPSELL_RETENTION,85.58610939241088,HIGH,0.019536979747029233,0.30000000000000004,0.5,4
777-7877,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.032169882559362074,0.9999999999999999,0.0,0
756-7588,DO_NOT_DISTURB,3.5,MINIMAL,0.013730307216685608,0.8999999999999999,0.2,0
798-7987,STANDARD_UPSELL,31.7162994865056,LOW,0.034325989730112055,0.6,0.0,5
758-9777,STANDARD_UPSELL,30.963421220354686,LOW,0.01926842440709372,0.6,0.0,5
958-9889,GENTLE_UPSELL,50.66693695677709,MEDIUM,0.01667342391942741,0.4,0.0,2
975-5697,DO_NOT_DISTURB,4.0,MINIMAL,0.03932063224613891,0.7999999999999999,0.0,0
795-9959,STANDARD_UPSELL,31.709853574174662,LOW,0.03419707148349327,0.6,0.0,5
796-5868,GENTLE_UPSELL,51.32258621478593,MEDIUM,0.03306465536964821,0.4,0.0,2
789-5677,STANDARD_UPSELL,30.68480310960618,LOW,0.013696062192123576,0.6,0.0,5
768-7888,STANDARD_UPSELL,30.824581489810665,LOW,0.016491629796213284,0.6,0.0,5
986-8599,STANDARD_UPSELL,31.70093061285151,LOW,0.0340186122570302,0.4,0.0,5
786-7956,STANDARD_UPSELL,31.82899023435936,LOW,0.03657980468718719,0.6,0.0,5
757-9976,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.01991723709191202,0.9999999999999999,0.0,0
797-7977,DO_NOT_DISTURB,4.5,MINIMAL,0.03604515934227547,0.7,0.0,0
757-6578,GENTLE_UPSELL,50.568949267981516,MEDIUM,0.014223731699537886,0.4,0.0,2
769-5995,PRIORITY_UPSELL_RETENTION,85.41467597840449,HIGH,0.013822532613482805,0.1,0.5,4
976-8597,STANDARD_UPSELL,30.868775130717797,LOW,0.017375502614355904,0.4,0.0,5
758-9576,GENTLE_UPSELL,51.35484525520583,MEDIUM,0.033871131380145796,0.4,0.0,2
755-5778,PRIORITY_UPSELL_RETENTION,85.55139483596471,HIGH,0.01837982786549049,0.30000000000000004,0.8,4
988-5657,STANDARD_UPSELL,30.847081080370256,LOW,0.01694162160740514,0.4,0.0,5
757-7999,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.031013546825483043,0.4,0.3,1
767-9577,STANDARD_UPSELL,31.433530245082736,LOW,0.028670604901654715,0.4,0.0,5
759-7577,STANDARD_UPSELL,30.55986114774037,LOW,0.01119722295480741,0.3,0.0,5
799-8589,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.026861954735364457,0.4,0.3,1
778-9779,STANDARD_UPSELL,31.636555951664462,LOW,0.03273111903328923,0.6,0.0,5
785-6775,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.024469327381460702,0.4,0.3,1
759-5778,PRIORITY_UPSELL_RETENTION,85.56446165378851,HIGH,0.01881538845961723,0.7000000000000001,0.5,4
785-7777,STANDARD_UPSELL,31.49651424177359,LOW,0.02993028483547181,0.6,0.0,5
757-9888,DO_NOT_DISTURB,4.0,MINIMAL,0.02175258621553364,0.7999999999999999,0.0,0
797-7879,DO_NOT_DISTURB,3.5,MINIMAL,0.01682479337020262,0.8999999999999999,0.0,0
979-6777,STANDARD_UPSELL,30.676197987999608,LOW,0.013523959759992177,0.4,0.0,5
758-7799,PRIORITY_UPSELL_RETENTION,85.76061889863239,HIGH,0.025353963287746268,0.1,0.5,4
797-6869,STANDARD_UPSELL,30.944891574285535,LOW,0.018897831485710725,0.6,0.0,5
767-6896,PRIORITY_UPSELL_RETENTION,85.50048495489548,HIGH,0.016682831829849226,0.1,0.5,4
976-9857,STANDARD_UPSELL,30.7168775132046,LOW,0.014337550264092027,0.3,0.2,5
988-7569,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.02079023501605928,0.6,0.3,1
988-9967,STANDARD_UPSELL,31.17963139349274,LOW,0.02359262786985485,0.3,0.0,5
798-7865,STANDARD_UPSELL,30.89898456403945,LOW,0.01797969128078898,0.6,0.0,5
977-9789,STANDARD_UPSELL,32.01959799046625,LOW,0.04039195980932502,0.6,0.0,5
957-5659,DO_NOT_DISTURB,3.5,MINIMAL,0.033972862574167706,0.8999999999999999,0.0,0
787-5877,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.02126199104036202,0.6,0.3,1
977-6599,STANDARD_UPSELL,30.846139761283823,LOW,0.016922795225676465,0.4,0.0,5
775-9555,PRIORITY_UPSELL_RETENTION,85.59704150299419,HIGH,0.01990138343313961,0.30000000000000004,0.8,4
987-5875,STANDARD_UPSELL,30.897405470071135,LOW,0.017948109401422694,0.6,0.0,5
768-8875,STANDARD_UPSELL,31.28301536667061,LOW,0.025660307333412215,0.4,0.0,5
757-7785,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.032760477395281457,0.4,0.3,1
759-7699,STANDARD_UPSELL,30.966999216846837,LOW,0.019339984336936726,0.4,0.0,5
979-5585,GENTLE_UPSELL,51.213984176946745,MEDIUM,0.030349604423668596,0.7999999999999999,0.0,2
797-9578,STANDARD_UPSELL,30.85970069239757,LOW,0.017194013847951405,0.4,0.0,5
766-6997,GENTLE_UPSELL,51.2161333733039,MEDIUM,0.030403334332597502,0.4,0.0,2
777-7799,STANDARD_UPSELL,31.061429648376304,LOW,0.021228592967526095,0.4,0.0,5
777-9895,STANDARD_UPSELL,31.2255743442411,LOW,0.024511486884821986,0.4,0.0,5
777-6687,STANDARD_UPSELL,31.54545390404389,LOW,0.030909078080877807,0.4,0.0,5
977-7776,MINIMAL_CONTACT,10.404766942265741,MINIMAL,0.013492231408858059,0.4,0.3,3
797-5875,PRIORITY_UPSELL_RETENTION,85.4003715962036,HIGH,0.013345719873453335,0.1,0.5,4
798-7776,DO_NOT_DISTURB,4.0,MINIMAL,0.019845508093466628,0.7999999999999999,0.0,0
779-8699,STANDARD_UPSELL,30.789214957983873,LOW,0.01578429915967748,0.4,0.0,5
769-5999,STANDARD_UPSELL,30.96628906148046,LOW,0.019325781229609186,0.6,0.0,5
788-5596,STANDARD_UPSELL,31.147682344893,LOW,0.02295364689785999,0.4,0.0,5
798-7877,PRIORITY_UPSELL_RETENTION,86.16709579650959,HIGH,0.038903193216986334,0.5,0.5,4
759-9568,STANDARD_UPSELL,31.722421038678515,LOW,0.03444842077357028,0.4,0.0,5
779-6968,STANDARD_UPSELL,30.998048274476268,LOW,0.019960965489525355,0.6,0.0,5
779-5977,STANDARD_UPSELL,30.952192265306092,LOW,0.019043845306121826,0.4,0.0,5
765-5685,GENTLE_UPSELL,51.333196545189814,MEDIUM,0.033329913629745335,0.4,0.0,2
785-8578,STANDARD_UPSELL,31.02802775282593,LOW,0.020560555056518652,0.5,0.0,5
756-8999,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.01743612674219544,0.4,0.3,1
777-7968,STANDARD_UPSELL,32.09627302611384,LOW,0.041925460522276775,0.6,0.0,5
775-8596,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.009463679805444993,0.3,0.3,1
789-5987,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.015017377992477744,0.3,0.5,1
777-5987,STANDARD_UPSELL,30.81322243175146,LOW,0.016264448635029214,0.3,0.0,5
767-7785,STANDARD_UPSELL,31.826643045339267,LOW,0.036532860906785335,0.6,0.0,5
788-5858,PRIORITY_UPSELL_RETENTION,85.47879433396241,HIGH,0.015959811132080257,0.1,0.5,4
985-6598,PRIORITY_UPSELL_RETENTION,85.62692569368753,HIGH,0.020897523122917344,0.1,0.5,4
768-5879,STANDARD_UPSELL,31.7992867779601,LOW,0.035985735559201995,0.6,0.0,5
758-5858,PRIORITY_UPSELL_RETENTION,85.72223295205892,HIGH,0.024074431735297257,0.1,0.5,4
795-5787,STANDARD_UPSELL,31.973180747362804,LOW,0.03946361494725607,0.6,0.0,5
958-7787,STANDARD_UPSELL,31.81615689438439,LOW,0.036323137887687866,0.6,0.0,5
758-5978,STANDARD_UPSELL,31.044288036639585,LOW,0.02088576073279168,0.5,0.0,5
787-5968,DO_NOT_DISTURB,3.5,MINIMAL,0.03971433834242692,0.8999999999999999,0.0,0
798-9877,STANDARD_UPSELL,31.549058240736137,LOW,0.030981164814722725,0.6,0.0,5
777-5678,STANDARD_UPSELL,31.252991211974745,LOW,0.025059824239494915,0.4,0.0,5
757-7876,PRIORITY_UPSELL_RETENTION,85.47898674153353,HIGH,0.015966224717784472,0.1,0.5,4
799-9979,PRIORITY_UPSELL_RETENTION,85.44340243784826,HIGH,0.014780081261608605,0.30000000000000004,0.5,4
955-8568,STANDARD_UPSELL,30.92501085327738,LOW,0.018500217065547598,0.4,0.0,5
777-7698,PRIORITY_UPSELL_RETENTION,85.58617816887967,HIGH,0.019539272295989143,0.30000000000000004,0.5,4
766-9787,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.012242938665341634,0.4,0.3,1
989-5957,STANDARD_UPSELL,31.036458644269263,LOW,0.020729172885385293,0.4,0.0,5
789-9787,PRIORITY_UPSELL_RETENTION,85.49754911594297,HIGH,0.016584970531432524,0.0,0.8,4
757-7885,STANDARD_UPSELL,30.908019077679647,LOW,0.018160381553592973,0.4,0.0,5
798-5889,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.03249739571531709,0.4,0.3,1
798-9576,STANDARD_UPSELL,31.26991186672653,LOW,0.025398237334530605,0.6,0.0,5
798-7558,DO_NOT_DISTURB,3.000000000000001,MINIMAL,0.03652533339369002,0.9999999999999999,0.0,0
765-5879,STANDARD_UPSELL,30.789869402254606,LOW,0.0157973880450921,0.4,0.0,5
977-7878,PRIORITY_UPSELL_RETENTION,85.56502531539202,HIGH,0.018834177179734183,0.1,0.8,4
769-7699,FIX_FIRST_THEN_UPSELL,85.0,HIGH,0.029083972196937584,0.3,0.3,1
775-9866,DO_NOT_DISTURB,4.5,MINIMAL,0.020498997919331883,0.7,0.0,0
765-7587,STANDARD_UPSELL,30.655827115716292,LOW,0.013116542314325842,0.4,0.0,5
796-7895,GENTLE_UPSELL,50.849189632879366,MEDIUM,0.021229740821984068,0.4,0.0,2
757-9776,PRIORITY_UPSELL_RETENTION,85.70814212803498,HIGH,0.023604737601166086,0.1,0.5,4
798-7867,STANDARD_UPSELL,31.617496169425603,LOW,0.03234992338851209,0.4,0.0,5
799-5976,STANDARD_UPSELL,30.876200405354787,LOW,0.017524008107095767,0.4,0.0,5
