Phone Number,Customer_Category,Priority_Score,Satisfaction_Score,Customer_Value_Score,Account Length,Total_Charges
797-7755,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.041774619877043395,446,142.83999999999997
779-7575,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05113653038672251,444,178.99999999999997
797-6955,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03244191371373832,404,110.46000000000001
768-5958,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04453562761406317,494,151.42
799-9575,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04347558087156555,488,151.06
979-7995,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04407102883892352,488,150.72
985-5877,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03181837084871842,444,107.01
976-9757,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02478444587091501,88,102.16000000000001
799-9598,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.029997987239213705,448,98.76
766-5655,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03229828243682683,484,102.28
755-5679,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.032722999120714406,486,107.80000000000001
775-5967,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04357574625652883,448,150.18
767-7859,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.029429346654563378,498,97.46000000000001
759-9867,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04039101623147748,444,138.07
787-9767,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0402903310400775,444,138.22
757-5589,DO_NOT_DISTURB,4.0,0.7999999999999999,0.028096040933859,84,110.62
777-9787,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02797010710598752,94,109.91
955-8799,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04139208315075326,444,142.55999999999997
785-7798,DO_NOT_DISTURB,4.0,0.7999999999999999,0.028726436107377195,90,113.05
978-7755,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.029880549296244223,404,100.71999999999998
787-7575,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.050963489944054766,444,178.22
779-9798,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.042212314903371656,444,145.38
767-7687,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04054638873853798,448,139.15
789-7576,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04128885112540551,404,144.57
779-7685,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.042103952158622907,484,142.64
778-9777,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04060541705873107,480,137.32000000000002
757-8995,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04301785206252397,444,149.41
775-7668,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030450209056652393,484,99.72999999999999
768-7879,DO_NOT_DISTURB,4.0,0.7999999999999999,0.015086010844534047,89,62.49
799-9785,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05149265045944211,484,178.25
796-9989,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030620273555889636,484,99.27
777-5557,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026519950624145815,84,104.46
975-7689,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03779354000409397,90,147.42000000000002
977-5786,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03191890623035522,489,104.18
777-9887,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03150902361536207,480,103.56
776-5775,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030630244061137353,488,101.85
798-8679,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03819763518543055,84,145.77
986-5778,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03184549114284238,408,107.7
759-7877,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03220768872172943,400,113.28
797-7798,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05122758587457423,444,179.84
975-5585,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.041604622314106006,449,143.13
787-7758,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.042474978583287804,448,146.36
778-9567,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.049709820776116694,448,174.01000000000002
778-5957,DO_NOT_DISTURB,4.5,0.7,0.006464113507930738,84,35.58
798-7989,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030789546875925056,446,101.89999999999999
975-6757,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.045478346490206545,488,155.92
776-9875,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.052873607362083505,484,183.56
757-6579,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0323091742023283,488,105.07000000000001
758-7759,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.031441575955750985,488,102.55999999999999
988-7987,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04413667574407998,489,149.83
789-6955,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.053591002656337455,480,186.9
799-9979,DO_NOT_DISTURB,4.0,0.7999999999999999,0.0267934506650726,88,106.24000000000001
978-9658,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03128142709735335,484,104.84
787-5977,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.044197129821664044,468,151.96
788-6879,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0336820150607552,484,111.25999999999998
768-7986,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04311872977132368,408,151.66
795-8798,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04991817687634502,486,173.68
797-7578,DO_NOT_DISTURB,4.0,0.7999999999999999,0.027841297738509806,96,110.62000000000002
955-5569,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.031925920320133194,484,104.92
955-7799,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0315367437505778,486,107.03999999999999
989-5877,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03610909819455974,98,140.23999999999998
799-7775,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04052527448584076,488,136.53
989-5877,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05231511275591336,448,182.73
798-9978,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03241398276037604,449,108.32000000000001
796-6965,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.044042221838197705,448,152.07
976-6886,DO_NOT_DISTURB,4.0,0.7999999999999999,0.016037482098822445,98,68.64999999999999
767-7988,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05142135633814162,484,178.36
776-5558,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02637320523652921,84,104.9
759-5689,DO_NOT_DISTURB,4.0,0.7999999999999999,0.040213583528211694,84,157.16
779-9559,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03377860448603308,488,111.22999999999999
758-7779,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03391703241186747,84,135.99999999999997
988-9599,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.020824391475109918,448,64.82000000000001
988-9575,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03908017610804558,448,133.62
989-5597,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03701576795677968,90,144.28
759-7557,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026832093725934834,89,109.74
757-9795,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.042571801999359324,444,146.7
755-9579,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03887414510295238,98,150.67999999999998
795-7777,DO_NOT_DISTURB,4.0,0.7999999999999999,0.04760649528880837,84,184.68999999999997
789-7985,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04238091154561043,444,145.62
758-7777,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04335108024993835,444,149.4
759-7778,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05343867241685106,404,186.74
987-9897,DO_NOT_DISTURB,4.0,0.7999999999999999,0.025709576452884905,84,101.84
779-5578,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04112315995714213,444,137.79999999999998
776-9998,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03611100169245983,98,140.6
759-9755,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030946235520402307,404,104.82000000000001
777-8777,DO_NOT_DISTURB,4.0,0.7999999999999999,0.038309884838986265,98,148.84
778-8565,DO_NOT_DISTURB,4.0,0.7999999999999999,0.04492513126982787,84,175.05
776-7888,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03198100440584175,489,103.74000000000001
765-7669,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04319766047983336,489,146.35999999999999
778-5675,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03515827998462745,88,137.69000000000003
988-7565,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.040205028636253866,408,139.37
777-5969,DO_NOT_DISTURB,4.0,0.7999999999999999,0.04696639672199966,86,183.02
989-5987,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04978290209831371,448,174.29999999999998
777-8958,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02766915597867145,84,109.67
797-7976,DO_NOT_DISTURB,4.0,0.7999999999999999,0.0347333364721053,84,137.39999999999998
788-7755,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030547214932765264,444,101.80999999999999
768-6777,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03759521857580226,94,146.68999999999997
798-8597,DO_NOT_DISTURB,4.0,0.7999999999999999,0.024831769534151005,84,98.88
757-7978,DO_NOT_DISTURB,4.0,0.7999999999999999,0.047189126720244674,98,179.82
989-9677,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.029897220237582327,444,99.7
977-5557,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.040574931381422145,444,139.91
789-9685,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04122460069035801,484,139.85999999999999
777-7788,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.031445260608071395,409,106.49
989-6757,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030288257751665555,444,104.14000000000001
786-9575,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03145009201753847,444,105.26
777-6596,DO_NOT_DISTURB,4.0,0.7999999999999999,0.043672071875815476,88,170.24
975-5999,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03646459630415319,98,142.21
775-8888,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05071393179512104,460,177.47
775-6875,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02789893433722076,88,109.96000000000001
797-9977,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02568347299779908,89,105.89
985-5589,DO_NOT_DISTURB,4.0,0.7999999999999999,0.018181453764324722,84,73.3
797-7979,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04200224703657458,406,146.64999999999998
769-9775,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.032058000729342694,444,107.62
788-7598,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026992452107505806,98,106.45999999999998
789-9688,DO_NOT_DISTURB,4.0,0.7999999999999999,0.024569806237545594,84,97.99000000000001
755-9858,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.02235447826679746,449,70.46
798-5776,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03292600491419373,408,112.32
796-9979,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030501093691209725,484,99.01
797-7797,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04251581453011886,448,147.34
776-9595,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.022136940848701048,444,69.97
758-7577,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.044477426656318216,444,150.53
755-5787,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030763050456396258,444,101.94000000000001
757-9957,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030953100897516028,480,104.16000000000001
798-8777,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03906701836205579,484,134.45000000000002
797-9758,DO_NOT_DISTURB,4.0,0.7999999999999999,0.037331023259455275,84,146.16
758-7796,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03589777390106699,84,141.01999999999998
768-9885,DO_NOT_DISTURB,4.0,0.7999999999999999,0.028138587589804514,86,111.46000000000001
768-7795,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03388438033984925,488,112.1
775-5565,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030735712271186055,448,102.6
757-7769,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.053661101712902295,464,187.38000000000002
795-5779,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02690771368373929,88,105.83
758-7695,DO_NOT_DISTURB,4.0,0.7999999999999999,0.048570490827831284,84,185.91
755-9987,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.052036177021053814,448,179.56
778-5887,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04258741221223109,488,144.6
797-6568,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.041528969226671264,408,144.66
776-7757,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.031510280112693176,488,102.17000000000002
987-7887,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03799661357777064,86,147.94
777-9859,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05165125025863895,440,181.84
977-8956,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.050687825539246396,484,175.38
798-7767,DO_NOT_DISTURB,4.0,0.7999999999999999,0.038363467190204226,88,146.16
777-7876,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04246584804687211,489,143.55
767-7587,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026309378637750312,84,104.50999999999999
775-9868,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05152362009370839,444,180.7
985-9777,DO_NOT_DISTURB,4.0,0.7999999999999999,0.038345848738387076,84,149.84
795-9688,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05060749760121061,449,177.57999999999998
798-9858,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.031202887817731218,404,105.8
757-7776,DO_NOT_DISTURB,4.0,0.7999999999999999,0.027490723190165427,94,108.44
788-9989,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04219011915731563,444,145.56
759-5769,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02716258198371244,98,106.67999999999999
767-7958,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03177757257526678,406,108.22999999999999
759-8678,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03836194281755871,98,146.37000000000003
797-5779,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02752094345217842,88,108.75999999999999
786-6779,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.037343872906049964,448,130.20999999999998
775-7799,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03173159196119145,488,106.29
785-5778,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05358895991927696,408,186.72
757-8575,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.029067631989423814,404,101.57
986-8995,DO_NOT_DISTURB,4.0,0.7999999999999999,0.046288509101661504,84,180.23999999999998
778-7879,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03461816056812641,86,135.85999999999999
799-7765,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026740254524668078,94,105.89999999999998
977-5879,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05357836957446552,404,191.29999999999998
777-9558,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0423328995327489,448,146.6
958-7858,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05328171306402879,464,186.29
786-7777,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.055052370441113406,499,190.98000000000002
799-8797,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030182745854190108,484,101.2
977-5796,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03693897164495406,86,144.41
797-7889,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.045820267388841984,444,155.31
777-7555,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.043939971581048995,444,151.12
769-5765,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.041253758694314,448,141.82
777-7576,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03667302847772916,86,143.64
797-9656,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.040124015460224816,404,138.96
777-7998,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.028846306849035597,400,100.47999999999999
777-5978,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04115526421324368,488,143.14
757-7899,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.031591494186841165,408,107.68
797-9557,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026874160914970194,99,106.05999999999999
775-9778,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04241002296116274,448,145.89000000000001
759-7595,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0328380273595785,494,106.92999999999999
765-9777,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0415503360521997,448,142.22
785-7757,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04312061450028066,484,146.82
765-8877,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03748139271069436,84,146.62000000000003
988-9777,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04180530151424983,449,144.18
785-7799,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026273107589429558,88,104.72999999999999
797-8667,DO_NOT_DISTURB,4.0,0.7999999999999999,0.013531890872991023,98,59.260000000000005
778-9675,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02762992084256604,84,109.72
785-7957,DO_NOT_DISTURB,4.0,0.7999999999999999,0.0272553475784272,94,107.44
797-7957,DO_NOT_DISTURB,4.0,0.7999999999999999,0.023601146337771755,88,94.09999999999998
976-7699,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.02995408190653649,444,99.5
755-6955,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04191191230120281,400,146.5
979-9777,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03125643179169213,400,106.82
958-7857,DO_NOT_DISTURB,4.0,0.7999999999999999,0.027251714900906162,99,107.02
796-5995,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02783930417130739,88,110.8
985-7988,DO_NOT_DISTURB,4.0,0.7999999999999999,0.045706254441453285,86,178.52
758-5798,DO_NOT_DISTURB,4.0,0.7999999999999999,0.035320386286460774,94,138.6
777-9987,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.039537447113068426,409,136.84
798-6557,DO_NOT_DISTURB,4.0,0.7999999999999999,0.036100819649505435,94,140.60999999999999
767-7969,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.051445952112823004,408,182.60000000000002
765-9879,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04288393655066946,489,145.34
777-9685,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026894187517339938,86,106.58
757-5875,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04376730492825298,404,153.42
778-6779,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05109687369488958,409,181.3
977-7755,DO_NOT_DISTURB,4.0,0.7999999999999999,0.025810689258043952,98,105.15
799-5766,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03255300016533003,400,111.28
778-5797,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.033745973332345386,490,110.94
777-9789,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05237533301371444,468,182.6
778-9596,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04338586954134163,480,148.52999999999997
768-7756,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03400630667322532,84,134.34999999999997
788-7786,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04224981447673675,448,142.16
977-7988,DO_NOT_DISTURB,4.0,0.7999999999999999,0.027172364385194544,88,104.82
777-7769,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04244998729263595,404,147.94
757-7897,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.043249905896313216,440,148.88
768-9596,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03750519413072248,98,146.88
985-9789,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03252487988964203,469,107.6
985-7996,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03761484512817013,88,146.79
989-7599,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03061328073865796,488,99.03999999999999
775-8968,DO_NOT_DISTURB,4.0,0.7999999999999999,0.038684673723787505,88,151.28
777-9967,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03264642554628797,484,107.16999999999999
787-9769,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.02892676707762946,444,95.53
779-9786,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02786155709743059,94,109.76
999-8798,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04907857650249633,400,174.32
797-5868,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04179341012076097,444,143.5
786-7679,DO_NOT_DISTURB,4.0,0.7999999999999999,0.046482543349120845,84,177.78
985-9895,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03328806540538501,484,109.09
775-9976,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02811400072745831,88,111.74
759-6996,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03913870648110429,448,133.49
988-5759,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04183493691669358,400,146.32
776-5696,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03750275394638756,84,147.40999999999997
795-9899,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.02975446698619876,466,100.46
777-7589,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.041899682153163836,449,144.13
779-9599,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.032563407971185065,408,114.06
796-9797,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.042712579151732745,444,147.22
985-6699,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04113282344358496,408,143.46000000000004
789-9996,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04190675564550853,444,147.64
987-7775,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04180866846957156,449,143.1
775-5965,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030950384423280485,444,103.17
959-9755,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03269367361140128,444,109.67999999999999
769-7599,DO_NOT_DISTURB,4.0,0.7999999999999999,0.037235885498121866,94,142.39
775-9968,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04395140187775895,449,147.48999999999998
755-6579,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04107231247859267,404,142.75
758-6899,DO_NOT_DISTURB,4.0,0.7999999999999999,0.047888351424025824,88,185.84
999-7699,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03308907811029455,449,110.88999999999999
959-9989,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03684844136543011,89,144.14
997-9989,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.029198364005223604,408,98.09
755-9589,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.033246355796233897,404,113.93
796-5989,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0439800487684661,444,152.39999999999998
776-9599,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03377859056918059,484,111.06
799-7969,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05112549306273516,446,179.42000000000002
789-5878,DO_NOT_DISTURB,4.0,0.7999999999999999,0.024718739578687234,84,98.3
799-9697,DO_NOT_DISTURB,4.0,0.7999999999999999,0.0358157670022559,94,143.30999999999997
985-6989,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03058322462603466,404,103.99
998-6777,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03678810891754333,88,144.49
797-9757,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03154688833227144,408,107.05999999999999
998-6659,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05341770431661149,444,188.07
779-9597,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.029430188858514165,440,97.28
767-7999,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.040621298664390015,444,139.69
777-7559,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0315365794824413,484,102.16000000000001
797-9699,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04060330792689155,448,139.34
995-9857,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02791069155698422,84,111.00999999999999
989-9799,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03910086776057965,84,150.20999999999998
769-7799,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.050129729553862704,408,177.68
999-8987,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03436128899139146,84,135.19
779-7599,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04253264877386056,449,145.95000000000002
799-7968,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03119194303422049,448,104.14999999999999
777-7959,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04271325948827303,408,149.14000000000001
756-7597,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.031929725116144954,484,105.27
789-9899,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03261740213883138,480,107.26
998-7787,DO_NOT_DISTURB,4.0,0.7999999999999999,0.026721309374761536,84,106.33000000000001
756-9889,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.019069026988748114,449,60.580000000000005
779-5556,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03827967502736586,86,149.73
996-5899,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04380430206443649,444,151.38000000000002
797-9959,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.031800102639527664,408,108.52
996-8789,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.05151915844629738,404,182.35999999999999
769-9589,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0323910198954599,444,108.56
988-9578,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.030280681690586127,468,99.14999999999999
797-7555,DO_NOT_DISTURB,4.0,0.7999999999999999,0.037391454073921845,88,146.79999999999998
778-7958,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.03249693210585638,409,110.61
958-9979,DO_NOT_DISTURB,4.0,0.7999999999999999,0.0268092792215444,84,107.08
777-7569,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03440310503824912,94,134.66
799-9599,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04162708849855926,444,143.18
758-5957,DO_NOT_DISTURB,4.0,0.7999999999999999,0.03679133474494679,88,143.4
