Phone Number,Customer_Category,Priority_Score,Priority_Level,Customer_Value_Score,Satisfaction_Score,Risk_Score,CustServ Calls,Account Length,Total_Charges
999-5958,PRIORITY_UPSELL_RETENTION,87.04338168094061,HIGH,0.06811272269802049,0.1,0.5,2,26,254.36999999999998
989-6965,PRIORITY_UPSELL_RETENTION,85.63868081846981,HIGH,0.021289360615660467,0.1,0.5,2,222,65.242
777-7987,PRIORITY_UPSELL_RETENTION,87.54877959076569,HIGH,0.08495931969218953,0.30000000000000004,0.5,2,911,255.71399999999997
769-9589,PRIORITY_UPSELL_RETENTION,85.88986037135935,HIGH,0.029662012378644957,0.30000000000000004,0.5,2,611,76.003
778-7958,PRIORITY_UPSELL_RETENTION,94.35040223145216,CRITICAL,0.31168007438173895,0.1,0.5,2,62,1167.418
798-8889,PRIORITY_UPSELL_RETENTION,87.22069574146774,HIGH,0.07402319138225784,0.1,0.5,2,220,246.4631
778-9598,PRIORITY_UPSELL_RETENTION,86.42259150897624,HIGH,0.047419716965874714,0.1,0.5,2,99,156.74299999999997
777-9555,PRIORITY_UPSELL_RETENTION,85.418280871997,HIGH,0.013942695733233475,0.0,1.0,11,222,56.442
777-9959,PRIORITY_UPSELL_RETENTION,86.15773015460915,HIGH,0.038591005153638544,0.1,0.5,2,222,132.97199999999998
797-9578,PRIORITY_UPSELL_RETENTION,87.37722471363509,HIGH,0.07924082378783627,0.30000000000000004,0.5,2,911,246.5531
959-5955,PRIORITY_UPSELL_RETENTION,87.1386988642927,HIGH,0.07128996214309016,0.30000000000000004,0.5,2,2119,155.362
759-9558,PRIORITY_UPSELL_RETENTION,88.84070487623478,HIGH,0.12802349587449247,0.1,0.5,2,206,456.53100000000006
778-9995,PRIORITY_UPSELL_RETENTION,90.13593976141922,CRITICAL,0.17119799204730743,0.1,0.8,11,222,439.61
988-5999,PRIORITY_UPSELL_RETENTION,86.40970798411884,HIGH,0.04699026613729454,0.7000000000000001,0.5,0,2011,68.34409999999998
775-9896,PRIORITY_UPSELL_RETENTION,86.38560077758378,HIGH,0.04618669258612601,0.6000000000000001,0.5,0,2611,49.3701
988-5987,PRIORITY_UPSELL_RETENTION,87.02461204558472,HIGH,0.0674870681861573,0.1,0.5,2,29,254.30200000000002
779-5599,PRIORITY_UPSELL_RETENTION,87.20148998846187,HIGH,0.07338299961539589,0.1,0.5,2,222,249.4401
778-7789,PRIORITY_UPSELL_RETENTION,88.67429546364114,HIGH,0.12247651545470485,0.1,0.5,2,211,436.326
959-7599,PRIORITY_UPSELL_RETENTION,86.39302210114852,HIGH,0.046434070038283794,0.1,0.5,2,226,148.32
999-8599,PRIORITY_UPSELL_RETENTION,87.18557148001814,HIGH,0.0728523826672712,0.5,0.5,0,92,254.45109999999997
777-5996,PRIORITY_UPSELL_RETENTION,88.75173167976126,HIGH,0.12505772265870876,0.5,0.5,0,222,445.3532
757-6999,PRIORITY_UPSELL_RETENTION,87.08461824862707,HIGH,0.06948727495423579,0.30000000000000004,0.5,2,911,215.33599999999998
789-9565,PRIORITY_UPSELL_RETENTION,88.6028887370771,HIGH,0.12009629123590329,0.1,0.5,2,206,247.57999999999998
769-9795,PRIORITY_UPSELL_RETENTION,87.71709896890508,HIGH,0.09056996563016942,0.0,0.7,2,211,347.644
789-9795,PRIORITY_UPSELL_RETENTION,87.80702466852361,HIGH,0.09356748895078684,0.30000000000000004,0.5,2,2211,46.80309999999999
995-8788,PRIORITY_UPSELL_RETENTION,87.19024304542351,HIGH,0.07300810151411724,0.1,0.8,6,211,265.6111
757-9885,PRIORITY_UPSELL_RETENTION,85.64763572960784,HIGH,0.021587857653594635,0.5,0.5,0,119,73.556
998-8858,PRIORITY_UPSELL_RETENTION,94.52780586647042,CRITICAL,0.3175935288823474,0.2,0.7,2,21111,82.3441
798-9899,PRIORITY_UPSELL_RETENTION,89.54890521206812,HIGH,0.15163017373560414,0.7000000000000001,0.5,0,2211,433.80210000000005
989-7655,PRIORITY_UPSELL_RETENTION,87.67502487730448,HIGH,0.08916749591014958,0.30000000000000004,0.5,2,1111,269.261
995-6578,PRIORITY_UPSELL_RETENTION,89.50749301160393,HIGH,0.15024976705346432,0.30000000000000004,0.5,2,2011,262.937
958-6999,PRIORITY_UPSELL_RETENTION,86.56939633673242,HIGH,0.052313211224414194,0.30000000000000004,0.5,2,2112,65.341
995-8998,PRIORITY_UPSELL_RETENTION,85.63367409529755,HIGH,0.021122469843251838,0.1,0.5,2,229,62.882
797-9878,PRIORITY_UPSELL_RETENTION,85.82995055085898,HIGH,0.02766501836196629,0.1,0.5,2,66,61.355000000000004
987-9957,PRIORITY_UPSELL_RETENTION,87.92663887985279,HIGH,0.09755462932842622,0.7000000000000001,0.5,0,2211,249.57000000000002
986-5597,PRIORITY_UPSELL_RETENTION,94.22363440399859,CRITICAL,0.30745448013328647,0.1,0.5,2,62,1129.1409999999998
798-9959,PRIORITY_UPSELL_RETENTION,87.110463837825,HIGH,0.07034879459416653,0.30000000000000004,0.8,11,292,247.8311
997-7655,PRIORITY_UPSELL_RETENTION,87.48781551656687,HIGH,0.08292718388556208,0.1,0.5,2,99,274.172
779-8989,PRIORITY_UPSELL_RETENTION,87.26147058171875,HIGH,0.07538235272395827,0.1,0.5,2,112,255.111
995-5558,PRIORITY_UPSELL_RETENTION,85.61911784631984,HIGH,0.020637261543994787,0.1,0.5,2,222,64.7821
989-9959,PRIORITY_UPSELL_RETENTION,86.9927050313265,HIGH,0.06642350104421628,0.1,0.8,11,110,245.134
798-7999,PRIORITY_UPSELL_RETENTION,87.04178439814568,HIGH,0.06805947993818914,0.1,0.8,11,26,255.222
786-7797,PRIORITY_UPSELL_RETENTION,86.38183030315875,HIGH,0.04606101010529155,0.6000000000000001,0.5,0,2112,75.73399999999998
998-6755,PRIORITY_UPSELL_RETENTION,86.1878154081807,HIGH,0.039593846939356366,0.1,0.5,2,112,142.871
997-7797,PRIORITY_UPSELL_RETENTION,85.81161540788388,HIGH,0.027053846929462805,0.5,0.5,0,22,67.442
988-5996,PRIORITY_UPSELL_RETENTION,85.53454050234507,HIGH,0.017818016744835723,0.1,0.8,11,229,53.6381
996-8857,PRIORITY_UPSELL_RETENTION,87.47609118356874,HIGH,0.08253637278562473,0.1,0.5,2,222,224.763
999-7895,PRIORITY_UPSELL_RETENTION,85.60802209209605,HIGH,0.02026740306986826,0.5,0.5,0,92,71.43
985-9556,PRIORITY_UPSELL_RETENTION,88.29879793141826,HIGH,0.10995993104727554,0.1,0.5,2,22,251.743
775-7689,PRIORITY_UPSELL_RETENTION,88.74810383537566,HIGH,0.1249367945125218,0.1,0.5,2,229,442.695
985-9975,PRIORITY_UPSELL_RETENTION,87.75384856073632,HIGH,0.09179495202454409,0.30000000000000004,0.5,2,262,332.44620000000003
798-9995,PRIORITY_UPSELL_RETENTION,88.55292665558953,HIGH,0.11843088851965104,0.5,0.5,0,229,435.862
776-5589,PRIORITY_UPSELL_RETENTION,96.22041821726874,CRITICAL,0.3740139405756246,0.7000000000000001,0.5,0,21111,246.61
999-5786,PRIORITY_UPSELL_RETENTION,88.46507124536372,HIGH,0.11550237484545733,0.1,0.5,2,229,245.35099999999997
755-9599,PRIORITY_UPSELL_RETENTION,87.4768154203426,HIGH,0.08256051401142017,0.1,0.5,2,202,265.554
755-5895,PRIORITY_UPSELL_RETENTION,86.982051461072,HIGH,0.06606838203573351,0.5,0.5,0,26,68.81700000000001
998-5995,PRIORITY_UPSELL_RETENTION,86.76079112800278,HIGH,0.05869303760009267,0.1,0.5,2,92,53.440999999999995
778-5968,PRIORITY_UPSELL_RETENTION,85.94955978760612,HIGH,0.031651992920204194,0.30000000000000004,0.5,2,611,69.312
795-5999,PRIORITY_UPSELL_RETENTION,94.71672904887843,CRITICAL,0.32389096829594793,0.30000000000000004,0.5,2,911,1154.2330000000002
779-9985,PRIORITY_UPSELL_RETENTION,87.25275845167232,HIGH,0.0750919483890775,0.1,0.5,2,222,256.35319999999996
775-9997,PRIORITY_UPSELL_RETENTION,87.23183355153505,HIGH,0.07439445171783479,0.1,0.8,6,200,255.3621
759-8999,PRIORITY_UPSELL_RETENTION,85.63352314800343,HIGH,0.021117438266781283,0.1,0.5,2,229,66.642
998-6595,PRIORITY_UPSELL_RETENTION,86.59928615940966,HIGH,0.053309538646988695,0.30000000000000004,0.5,2,2211,64.4521
999-5878,PRIORITY_UPSELL_RETENTION,88.64324927646538,HIGH,0.12144164254884593,0.5,0.5,0,22,254.85999999999999
987-9997,PRIORITY_UPSELL_RETENTION,86.40729488517069,HIGH,0.046909829505689615,0.30000000000000004,0.5,2,2119,62.5511
775-5956,PRIORITY_UPSELL_RETENTION,88.02028448367749,HIGH,0.10067614945591623,0.30000000000000004,0.8,11,2211,261.6532
799-8799,PRIORITY_UPSELL_RETENTION,97.53436578234584,CRITICAL,0.4178121927448614,0.30000000000000004,0.5,2,911,1347.1011
988-9595,PRIORITY_UPSELL_RETENTION,86.690362030088,HIGH,0.05634540100293318,0.7000000000000001,0.5,0,2112,66.649
767-9588,PRIORITY_UPSELL_RETENTION,88.14001974679259,HIGH,0.10466732489308614,0.30000000000000004,0.5,2,2116,264.653
779-7895,PRIORITY_UPSELL_RETENTION,85.875403504246,HIGH,0.02918011680819994,0.7000000000000001,0.5,0,1111,49.842999999999996
998-5598,PRIORITY_UPSELL_RETENTION,96.00757495912214,CRITICAL,0.36691916530407104,0.30000000000000004,0.5,2,911,1145.458
777-7779,PRIORITY_UPSELL_RETENTION,88.69688607658783,HIGH,0.12322953588626119,0.7000000000000001,0.5,0,2211,344.6021
799-7799,PRIORITY_UPSELL_RETENTION,88.09219420810427,HIGH,0.10307314027014272,0.30000000000000004,0.5,2,2211,253.85300000000004
775-9998,PRIORITY_UPSELL_RETENTION,87.86012871380507,HIGH,0.09533762379350202,0.30000000000000004,0.5,2,2110,246.831
786-9998,PRIORITY_UPSELL_RETENTION,87.11511697380224,HIGH,0.07050389912674129,0.1,0.5,2,60,83.602
798-9876,PRIORITY_UPSELL_RETENTION,85.43668536128104,HIGH,0.01455617870936767,0.0,0.8,11,226,57.803000000000004
997-7999,PRIORITY_UPSELL_RETENTION,86.92593439486335,HIGH,0.0641978131621116,0.7000000000000001,0.5,0,266,64.6671
768-7997,PRIORITY_UPSELL_RETENTION,89.02626409676289,HIGH,0.13420880322542963,0.1,0.5,2,92,426.761
787-5989,PRIORITY_UPSELL_RETENTION,86.67187485474749,HIGH,0.055729161824916024,0.30000000000000004,0.8,11,2211,58.212
759-8999,PRIORITY_UPSELL_RETENTION,87.04580021488125,HIGH,0.0681933404960419,0.5,0.5,0,22,239.662
995-5997,PRIORITY_UPSELL_RETENTION,87.13547509372104,HIGH,0.07118250312403485,0.30000000000000004,0.5,2,262,253.8021
769-8879,PRIORITY_UPSELL_RETENTION,87.0964620746449,HIGH,0.06988206915483011,0.5,0.5,0,22,81.911
757-9959,PRIORITY_UPSELL_RETENTION,86.90877450766152,HIGH,0.06362581692205058,0.1,0.8,11,226,64.847
779-8955,PRIORITY_UPSELL_RETENTION,88.87662534639458,HIGH,0.1292208448798194,0.2,0.5,2,1111,445.36400000000003
797-9659,PRIORITY_UPSELL_RETENTION,96.39682325740117,CRITICAL,0.3798941085800389,0.1,0.5,2,29,1342.7101
997-9768,PRIORITY_UPSELL_RETENTION,85.73699635991824,HIGH,0.024566545330607956,0.1,0.5,2,222,63.576
779-7595,PRIORITY_UPSELL_RETENTION,86.57921141805195,HIGH,0.05264038060173163,0.30000000000000004,0.5,2,2011,73.06309999999999
995-8899,PRIORITY_UPSELL_RETENTION,85.61557163548126,HIGH,0.020519054516041933,0.1,0.5,2,222,64.432
999-7995,PRIORITY_UPSELL_RETENTION,94.7596861381997,CRITICAL,0.32532287127332327,0.30000000000000004,0.8,9,1111,1155.837
996-9759,PRIORITY_UPSELL_RETENTION,87.6971180484159,HIGH,0.08990393494719688,0.1,0.5,2,220,328.652
999-7996,PRIORITY_UPSELL_RETENTION,94.83397770806998,CRITICAL,0.3277992569356659,0.30000000000000004,0.8,6,2011,1134.104
999-6599,PRIORITY_UPSELL_RETENTION,87.62634172578474,HIGH,0.08754472419282486,0.30000000000000004,0.5,2,262,153.152
799-8769,PRIORITY_UPSELL_RETENTION,87.06949837994335,HIGH,0.06898327933144502,0.7000000000000001,0.5,0,2110,147.149
996-7599,PRIORITY_UPSELL_RETENTION,86.91273933589518,HIGH,0.0637579778631729,0.1,0.8,11,22,237.56300000000002
959-6699,PRIORITY_UPSELL_RETENTION,87.14636511320845,HIGH,0.0715455037736149,0.30000000000000004,0.5,2,2119,155.84199999999998
999-5798,PRIORITY_UPSELL_RETENTION,87.21134911796673,HIGH,0.07371163726555764,0.1,0.5,2,200,251.623
789-9767,PRIORITY_UPSELL_RETENTION,96.22049111483093,CRITICAL,0.3740163704943643,0.30000000000000004,0.5,2,2112,1139.5531000000003
775-5999,PRIORITY_UPSELL_RETENTION,89.907048257656,HIGH,0.16356827525520007,0.1,0.8,11,22,455.60210000000006
989-6795,PRIORITY_UPSELL_RETENTION,100.0,CRITICAL,0.6060654835347367,0.30000000000000004,0.8,11,21111,1151.155
768-5695,PRIORITY_UPSELL_RETENTION,85.54645613220099,HIGH,0.018215204406699718,0.1,0.5,2,29,49.351000000000006
797-5999,PRIORITY_UPSELL_RETENTION,88.08472190025876,HIGH,0.10282406334195861,0.30000000000000004,0.5,2,1111,237.464
769-5976,PRIORITY_UPSELL_RETENTION,95.89076437688925,CRITICAL,0.3630254792296419,0.1,0.5,2,222,1335.509
756-9585,PRIORITY_UPSELL_RETENTION,88.08712707429393,HIGH,0.10290423580979778,0.30000000000000004,0.5,2,2112,257.732
997-9566,PRIORITY_UPSELL_RETENTION,86.4419814608645,HIGH,0.048066048695483095,0.30000000000000004,0.5,2,2211,61.001999999999995
765-9799,PRIORITY_UPSELL_RETENTION,86.39628269641841,HIGH,0.046542756547280184,0.1,0.5,2,222,163.5931
758-9759,PRIORITY_UPSELL_RETENTION,95.82062550819987,CRITICAL,0.3606875169399956,0.30000000000000004,0.5,2,2211,1154.07
997-6796,PRIORITY_UPSELL_RETENTION,95.11484679212319,CRITICAL,0.33716155973743966,0.30000000000000004,0.5,2,2211,1150.7621000000001
758-9795,PRIORITY_UPSELL_RETENTION,85.89109557481042,HIGH,0.029703185827014172,0.1,0.8,11,222,83.651
788-6997,PRIORITY_UPSELL_RETENTION,87.60370989672947,HIGH,0.08679032989098251,0.1,0.5,2,222,145.455
988-9999,PRIORITY_UPSELL_RETENTION,86.93618361270266,HIGH,0.0645394537567553,0.30000000000000004,0.5,2,1111,158.691
799-9777,PRIORITY_UPSELL_RETENTION,91.50781462216858,CRITICAL,0.2169271540722859,0.30000000000000004,0.5,2,2011,457.1410000000001
996-6886,PRIORITY_UPSELL_RETENTION,87.1115191038767,HIGH,0.0703839701292234,0.1,0.5,2,22,149.212
769-9988,PRIORITY_UPSELL_RETENTION,85.61847333445225,HIGH,0.02061577781507503,0.5,0.5,0,222,64.95
759-7559,PRIORITY_UPSELL_RETENTION,87.0329092846728,HIGH,0.06776364282242667,0.1,0.5,2,62,237.5443
756-9578,PRIORITY_UPSELL_RETENTION,88.16040349090281,HIGH,0.10534678303009383,0.7000000000000001,0.5,0,2112,264.3542
777-9858,PRIORITY_UPSELL_RETENTION,87.02854382927028,HIGH,0.06761812764234258,0.30000000000000004,0.5,2,262,241.66
769-9558,PRIORITY_UPSELL_RETENTION,86.55442975760883,HIGH,0.05181432525362744,0.30000000000000004,0.5,2,2112,64.96209999999999
987-9899,PRIORITY_UPSELL_RETENTION,85.87263112136604,HIGH,0.029087704045534755,0.1,0.8,11,229,63.85
787-9799,PRIORITY_UPSELL_RETENTION,89.21197856983463,HIGH,0.14039928566115445,0.7000000000000001,0.5,0,2112,237.237
789-5599,PRIORITY_UPSELL_RETENTION,85.56129039648128,HIGH,0.018709679882709416,0.5,0.5,0,112,62.98
997-9899,PRIORITY_UPSELL_RETENTION,88.22158370844181,HIGH,0.10738612361472726,0.30000000000000004,0.5,2,2110,247.43219999999997
799-7979,PRIORITY_UPSELL_RETENTION,94.3840632211491,CRITICAL,0.312802107371637,0.5,0.5,0,112,1153.622
766-7696,PRIORITY_UPSELL_RETENTION,86.75103582673245,HIGH,0.05836786089108155,0.30000000000000004,0.5,2,2211,67.384
768-6999,PRIORITY_UPSELL_RETENTION,86.59325305491838,HIGH,0.05310843516394599,0.30000000000000004,0.5,2,2211,77.25099999999999
998-5576,PRIORITY_UPSELL_RETENTION,87.10880813373213,HIGH,0.0702936044577377,0.1,0.5,2,211,255.603
989-5995,PRIORITY_UPSELL_RETENTION,88.86345362901925,HIGH,0.12878178763397488,0.30000000000000004,0.5,2,1111,244.70399999999998
997-5578,PRIORITY_UPSELL_RETENTION,86.5962977757026,HIGH,0.05320992585675327,0.30000000000000004,0.5,2,2611,55.753099999999996
995-9699,PRIORITY_UPSELL_RETENTION,88.45957494844552,HIGH,0.11531916494818426,0.1,0.5,2,22,255.6631
756-7897,PRIORITY_UPSELL_RETENTION,87.08394291458856,HIGH,0.06946476381961893,0.5,0.5,0,22,63.913000000000004
767-6976,PRIORITY_UPSELL_RETENTION,94.50844826365308,CRITICAL,0.3169482754551025,0.6000000000000001,0.5,0,21111,79.12299999999999
995-5999,PRIORITY_UPSELL_RETENTION,86.58093351739375,HIGH,0.052697783913124845,0.30000000000000004,0.8,11,2211,75.75
795-5789,PRIORITY_UPSELL_RETENTION,95.81695459520722,CRITICAL,0.36056515317357396,0.1,0.8,11,112,1342.587
988-5599,PRIORITY_UPSELL_RETENTION,87.1889246538807,HIGH,0.07296415512935663,0.1,0.8,11,222,262.85999999999996
776-5979,PRIORITY_UPSELL_RETENTION,87.89173319960234,HIGH,0.09639110665341162,0.30000000000000004,0.5,2,2011,256.632
799-8677,PRIORITY_UPSELL_RETENTION,85.6015547132687,HIGH,0.02005182377562343,0.1,0.5,2,112,68.46799999999999
986-9958,PRIORITY_UPSELL_RETENTION,89.87412349461795,HIGH,0.1624707831539316,0.1,0.5,2,202,259.552
789-8955,PRIORITY_UPSELL_RETENTION,91.2843868867663,CRITICAL,0.20947956289220987,0.5,0.5,0,211,346.25200000000007
777-5999,PRIORITY_UPSELL_RETENTION,88.02703175261031,HIGH,0.10090105842034362,0.30000000000000004,0.5,2,2211,245.9441
795-9599,PRIORITY_UPSELL_RETENTION,86.4723807630221,HIGH,0.04907935876740317,0.30000000000000004,0.5,2,262,163.7331
989-7898,PRIORITY_UPSELL_RETENTION,95.57872308613759,CRITICAL,0.35262410287125273,0.5,0.5,0,60,1334.1211
755-5889,PRIORITY_UPSELL_RETENTION,89.24945512096653,HIGH,0.1416485040322175,0.5,0.5,0,116,349.711
789-9876,PRIORITY_UPSELL_RETENTION,85.64900625368779,HIGH,0.02163354178959304,0.1,0.5,2,112,74.472
995-7858,PRIORITY_UPSELL_RETENTION,95.95774434147586,CRITICAL,0.365258144715862,0.1,0.5,2,202,1355.5520000000001
798-5998,PRIORITY_UPSELL_RETENTION,86.48528418517195,HIGH,0.04950947283906507,0.30000000000000004,0.8,6,2011,55.6431
799-8869,PRIORITY_UPSELL_RETENTION,87.41818432467267,HIGH,0.08060614415575537,0.30000000000000004,0.8,11,611,254.0451
988-5689,PRIORITY_UPSELL_RETENTION,88.36135731234273,HIGH,0.11204524374475791,0.1,0.8,11,222,247.8131
988-7997,PRIORITY_UPSELL_RETENTION,86.32561073239668,HIGH,0.04418702441322278,0.30000000000000004,0.8,11,2211,47.331999999999994
779-9579,PRIORITY_UPSELL_RETENTION,85.75465952181403,HIGH,0.025155317393801134,0.5,0.5,0,22,62.681999999999995
789-7997,PRIORITY_UPSELL_RETENTION,97.55760384061553,CRITICAL,0.41858679468718435,0.30000000000000004,0.5,2,21111,432.5621
785-9998,PRIORITY_UPSELL_RETENTION,87.32008255206794,HIGH,0.07733608506893169,0.1,0.5,2,112,89.594
785-7595,PRIORITY_UPSELL_RETENTION,95.54566602853875,CRITICAL,0.35152220095129155,0.30000000000000004,0.5,2,21111,170.554
778-9965,PRIORITY_UPSELL_RETENTION,88.33274440952587,HIGH,0.11109148031752905,0.1,0.5,2,26,255.84199999999998
799-9765,PRIORITY_UPSELL_RETENTION,85.85023358102812,HIGH,0.028341119367603994,0.1,0.5,2,229,75.702
797-9596,PRIORITY_UPSELL_RETENTION,85.56865512874215,HIGH,0.018955170958071865,0.5,0.5,0,112,49.062000000000005
989-7877,PRIORITY_UPSELL_RETENTION,86.46982454409647,HIGH,0.04899415146988213,0.1,0.5,2,22,159.2321
795-9889,PRIORITY_UPSELL_RETENTION,86.96615045795313,HIGH,0.065538348598438,0.0,0.5,2,222,251.62
757-5789,PRIORITY_UPSELL_RETENTION,85.55129191851324,HIGH,0.018376397283774947,0.1,0.5,2,68,79.78
989-6777,PRIORITY_UPSELL_RETENTION,86.05343254923399,HIGH,0.035114418307799586,0.30000000000000004,0.5,2,262,123.45
985-9668,PRIORITY_UPSELL_RETENTION,85.3955497160137,HIGH,0.013184990533790228,0.0,1.0,8,32,65.03999999999999
779-5998,PRIORITY_UPSELL_RETENTION,85.74096668127476,HIGH,0.024698889375825334,0.1,0.5,2,32,105.47
795-6997,PRIORITY_UPSELL_RETENTION,85.64539418250475,HIGH,0.02151313941682469,0.7000000000000001,0.5,0,288,79.88000000000001
779-7995,PRIORITY_UPSELL_RETENTION,85.5933024566735,HIGH,0.019776748555783364,0.30000000000000004,0.8,8,329,70.94
987-7999,PRIORITY_UPSELL_RETENTION,85.46832876656731,HIGH,0.015610958885577054,0.1,0.8,8,82,69.14
759-7957,PRIORITY_UPSELL_RETENTION,85.844587908002,HIGH,0.028152930266733205,0.2,1.0,8,322,105.58
777-7979,PRIORITY_UPSELL_RETENTION,86.02792264557915,HIGH,0.034264088185971764,0.30000000000000004,0.5,2,280,128.10999999999999
785-7957,PRIORITY_UPSELL_RETENTION,86.16131340182135,HIGH,0.03871044672737834,0.5,0.5,0,82,151.51
785-9766,PRIORITY_UPSELL_RETENTION,85.24816794931525,HIGH,0.008272264977174806,0.2,0.7,2,322,31.81
765-5799,PRIORITY_UPSELL_RETENTION,86.08048829211086,HIGH,0.03601627640369521,0.1,0.5,2,206,138.57999999999998
988-9797,PRIORITY_UPSELL_RETENTION,85.45231530918898,HIGH,0.015077176972965841,0.1,0.5,2,92,66.24000000000001
789-8997,PRIORITY_UPSELL_RETENTION,85.58001618948975,HIGH,0.019333872982991687,0.30000000000000004,0.5,2,328,69.88
799-9877,PRIORITY_UPSELL_RETENTION,85.95827472591472,HIGH,0.031942490863824176,0.6000000000000001,0.5,0,288,120.17999999999999
757-6887,PRIORITY_UPSELL_RETENTION,86.00171703520124,HIGH,0.03339056784004116,0.2,0.5,2,320,123.96
799-8667,PRIORITY_UPSELL_RETENTION,85.69638647121027,HIGH,0.023212882373675924,0.1,0.5,2,32,100.66
785-5688,PRIORITY_UPSELL_RETENTION,85.99833212650313,HIGH,0.0332777375501042,0.5,0.5,0,86,135.39999999999998
766-9895,PRIORITY_UPSELL_RETENTION,85.40032040276002,HIGH,0.013344013425333917,0.1,0.5,2,32,62.269999999999996
755-6955,PRIORITY_UPSELL_RETENTION,85.53663496561049,HIGH,0.017887832187016076,0.2,0.7,2,262,70.09
759-5988,PRIORITY_UPSELL_RETENTION,86.00990487757647,HIGH,0.033663495919215844,0.1,0.5,2,62,137.67999999999998
798-9787,PRIORITY_UPSELL_RETENTION,85.80341006298356,HIGH,0.026780335432785143,0.30000000000000004,0.5,2,322,97.54999999999998
758-5798,PRIORITY_UPSELL_RETENTION,85.93661279062756,HIGH,0.031220426354251988,0.5,0.5,0,88,122.03999999999999
799-7859,PRIORITY_UPSELL_RETENTION,85.4653329062356,HIGH,0.015511096874519955,0.2,1.0,8,326,56.76
757-9858,PRIORITY_UPSELL_RETENTION,86.0698335670999,HIGH,0.035661118903330374,0.1,0.5,2,208,132.98
999-9589,PRIORITY_UPSELL_RETENTION,85.77776551102471,HIGH,0.02592551703415702,0.30000000000000004,0.5,2,282,96.78
778-6556,PRIORITY_UPSELL_RETENTION,85.90997224037565,HIGH,0.03033240801252167,0.0,0.5,2,20,129.28
987-6577,PRIORITY_UPSELL_RETENTION,85.64834038071764,HIGH,0.021611346023921542,0.30000000000000004,0.5,2,286,80.70000000000002
986-5575,PRIORITY_UPSELL_RETENTION,86.0195196548341,HIGH,0.03398398849447013,0.5,0.5,0,98,132.13
768-9877,PRIORITY_UPSELL_RETENTION,85.6207740599706,HIGH,0.020692468665686744,0.30000000000000004,0.8,8,289,76.44
778-5797,PRIORITY_UPSELL_RETENTION,85.7569302385148,HIGH,0.02523100795049322,0.30000000000000004,0.5,2,282,93.96000000000001
795-7699,PRIORITY_UPSELL_RETENTION,86.22238396962489,HIGH,0.040746132320829444,0.5,0.5,0,208,152.27999999999997
755-5578,PRIORITY_UPSELL_RETENTION,85.6246392878563,HIGH,0.02082130959520992,0.1,0.5,2,88,87.42
779-9979,PRIORITY_UPSELL_RETENTION,85.4086889384531,HIGH,0.013622964615103362,0.0,0.7,2,92,62.300000000000004
795-5898,PRIORITY_UPSELL_RETENTION,85.93748492111757,HIGH,0.031249497370585744,0.30000000000000004,0.5,2,322,114.49
768-8555,PRIORITY_UPSELL_RETENTION,86.17871615630172,HIGH,0.039290538543390804,0.1,0.5,2,89,149.24
778-7579,PRIORITY_UPSELL_RETENTION,85.42696287378008,HIGH,0.0142320957926694,0.1,0.8,8,96,61.78
778-6656,PRIORITY_UPSELL_RETENTION,85.60582733493871,HIGH,0.020194244497956773,0.2,0.5,2,322,74.35000000000001
799-8857,PRIORITY_UPSELL_RETENTION,85.82303457119312,HIGH,0.02743448570643748,0.7000000000000001,0.5,0,322,95.05
778-8977,PRIORITY_UPSELL_RETENTION,85.59864137980226,HIGH,0.019954712660075424,0.30000000000000004,0.5,2,328,71.5
759-6687,PRIORITY_UPSELL_RETENTION,86.00680146565668,HIGH,0.03356004885522265,0.30000000000000004,0.5,2,322,123.31
799-8886,PRIORITY_UPSELL_RETENTION,85.73002290424684,HIGH,0.024334096808227706,0.1,0.5,2,62,102.3
758-9958,PRIORITY_UPSELL_RETENTION,86.01132509904059,HIGH,0.03371083663468637,0.30000000000000004,0.5,2,328,123.82
795-5859,PRIORITY_UPSELL_RETENTION,85.49018762836046,HIGH,0.01633958761201537,0.1,0.5,2,82,70.83999999999999
765-9987,PRIORITY_UPSELL_RETENTION,85.51350860951261,HIGH,0.0171169536504205,0.1,0.5,2,86,73.66999999999999
798-7579,PRIORITY_UPSELL_RETENTION,86.11312156042798,HIGH,0.03710405201426635,0.1,0.5,2,89,149.42
799-9796,PRIORITY_UPSELL_RETENTION,85.49339714805615,HIGH,0.016446571601871702,0.0,0.5,2,200,66.45
778-7579,PRIORITY_UPSELL_RETENTION,85.44454089296427,HIGH,0.014818029765475665,0.1,0.5,2,62,66.3
775-8968,PRIORITY_UPSELL_RETENTION,85.57404265497111,HIGH,0.019134755165703714,0.30000000000000004,0.5,2,289,66.34
778-9975,PRIORITY_UPSELL_RETENTION,86.25901332110382,HIGH,0.04196711070346095,0.30000000000000004,0.5,2,282,152.38000000000002
758-8959,PRIORITY_UPSELL_RETENTION,86.06387769466679,HIGH,0.035462589822226345,0.7000000000000001,0.5,0,282,132.57999999999998
779-7955,PRIORITY_UPSELL_RETENTION,85.55311695331741,HIGH,0.018437231777247223,0.1,0.5,2,98,78.5
757-7959,PRIORITY_UPSELL_RETENTION,85.89847053342325,HIGH,0.02994901778077489,0.5,0.5,0,26,126.56
779-6586,PRIORITY_UPSELL_RETENTION,86.03654489819304,HIGH,0.034551496606434966,0.1,0.5,2,92,139.83999999999997
